sim,storage,transport_cost,coating_cost,decoating_time,peelcoating_price,peelcoating_time,A,B,C,winner
5472,5.705983862234214,109.79016651529781,13.967446776282506,13.931110714414952,13.567312721717684,19.436373485594753,35.81230218839082,154.16144449703995,193.64608755440673,A
5473,5.412794630526073,62.73604429951626,9.42476424243532,10.015629344563182,13.293482186194643,24.357485805288327,36.20889228609565,107.06412853140102,115.61871155194457,A
5474,7.120554745137259,97.20698736330789,16.621907049396263,15.462665020422522,15.91199554511671,13.76460522689956,35.396842376664765,143.28466185767854,179.8613861864437,A
5475,8.184628779563543,75.54184744915958,14.930702431130388,16.91682220559577,14.214238450225235,16.32486060459091,36.375360323683026,124.19415094218792,147.70598385483046,A
5476,5.478598154700192,67.35228245698175,12.117036677202112,10.413180384696057,16.43529978481198,15.402249060101514,33.645586081343694,109.21576577037574,125.56617877383897,A
5477,1.210046866064988,73.48210122585874,12.49535434700583,7.621096889382194,16.72766973316525,22.117279163442305,36.55325376838158,111.8504252933378,129.00928431144706,A
5478,5.709385444110504,105.17575264402879,9.041862289921887,11.983874878238991,12.165948525111947,20.489851190022655,33.815099237286375,147.55493004748092,180.50412661890158,A
5479,5.170341073617078,83.9935599790503,14.31901319434068,18.010130732212474,12.020460552352542,21.889854922662238,38.62045098893568,130.3695225784116,157.4864480580082,A
5480,2.5426966560000333,70.64724692212991,11.968516444063113,17.05770039535068,12.814315114745312,26.48420203357616,41.84225006736321,116.30354197349317,131.85388374682512,A
5481,5.579850239425891,77.9793727485557,16.122226932596757,9.735833745511798,14.662648174725451,18.514917134700166,33.496482094866764,119.8456302025613,145.1616921251974,A
5482,3.8182154726433124,63.481481482478515,11.726287822406011,6.720170018577848,12.823961246332045,21.514760148481066,31.647248024371322,100.85605271581481,115.24683886448567,A
5483,5.086454516808006,89.30701194651382,11.15036157854211,17.371560587009235,14.457244267378583,24.33981201903096,42.264826004738715,139.20151972646454,161.77837440646033,A
5484,3.9481431230488675,84.78536084571304,13.674731198940576,9.632825022895489,14.759401110537919,26.17303939879963,38.629977391668,129.33755292195434,151.222798939156,A
5485,5.230470889687254,116.84775235189514,13.205590167113279,14.638798550425353,14.005005305125188,24.082106441313073,39.81894196628414,164.51240065271017,203.46688861826016,A
5486,5.583152167612633,65.45950925765901,6.795270813334996,14.68734582727259,11.385474628531307,21.331065645339535,35.39774894360606,109.23198645268403,120.35925075228452,A
5487,6.0638772510341115,60.959257419563016,16.25185640140957,14.461186735243281,13.995301745968119,26.704073841578253,41.438808797182475,111.49388209329666,123.39541093861706,A
5488,4.401696149679314,71.29963157910228,6.253129604324293,10.862154182187341,14.211175827293891,14.771218939983683,31.300091242074576,109.20226704569583,124.84570924411526,A
5489,7.282303397833076,60.505118812309206,11.643271673168778,16.094069638643052,12.011924141913749,21.141737689895773,36.83579569427297,108.26436960333179,120.41263304856103,A
5490,9.015847904928911,96.9070132504335,16.24715069003595,9.095479815453064,12.567581091244838,20.46470161899049,32.274368714207206,142.70515382203408,176.68717168091717,A
5491,6.1328793089864195,94.77778864527157,7.2381512772371615,10.841710613078916,14.058178975130016,22.61499749466919,36.362651046962085,140.3397586557133,162.76552062951689,A
5492,2.8640082921508654,93.13331728016219,8.898484919107425,10.633076930550894,14.325410823429266,18.196695160023552,33.54525888381223,130.97458860220073,158.55118708520217,A
5493,9.252176658273436,73.79820987696527,9.729644003249783,18.422949278636878,16.63488217725859,16.85001941046991,40.15019463666311,127.82666950103854,141.96110166272905,A
