sim,storage,transport_cost,coating_cost,decoating_time,peelcoating_time,A,B,C,winner
125,5.512910099856916,70.01518990700805,11.45186308327623,15.647625980952288,18.71695285354862,25.247219223000606,29.161446975840278,27.41039848526287,A
126,4.372826006053596,96.15696746791532,15.422781950381786,17.766998364983202,21.484881915703156,28.505420187124237,33.641230510974026,34.69786138743358,A
127,6.015942388221253,113.37622040028124,11.340151432009987,8.636958425924362,14.668273765761555,17.874321461123948,23.994328160254604,25.90213736539172,A
128,7.862337303220539,34.47625559191589,9.310884387554129,11.61702343932354,23.553382253785088,25.784437128739086,28.09792520607642,20.034402714991206,C
129,4.883066052086739,104.85579744050511,14.392727725960397,10.118586454698596,21.129460180930696,23.16953109041953,28.77855091635129,29.246790139735015,A
130,4.238562545158011,94.56754747619115,12.55692500663267,10.21278544151828,16.208568492497825,19.951735956010737,24.998005520707146,26.66994282228376,A
131,4.743220161462499,96.08544174649089,7.940615427832494,15.427851005378233,20.811630309349113,26.497154209818227,31.65716780925246,25.669418570477923,C
132,1.709619166355996,69.64575902497968,13.344840926244736,9.27529108549032,19.912107687287374,21.795765848518464,25.40627523724415,24.83728120176289,A
133,7.525200805141283,112.82400609063134,13.62062218497322,12.014911759838222,18.570715679844128,22.72791829312157,28.93350865803873,30.468623855253117,A
134,5.542112318935088,57.04636058686115,15.577392071528987,8.952491356944416,21.06408400623429,22.34855024211914,25.616526695382326,26.101302302786603,A
135,4.056203361738979,60.68172814640822,10.667921860886523,17.882606383995252,16.417641247946776,25.20433175462802,28.542633414078853,27.343599229284255,A
136,5.319289330614255,92.83201085599626,9.877562978856627,13.07796347615281,20.892359442044103,24.984381945464605,30.02492918806049,25.824570577022264,A
137,8.402252710309053,41.58488194840544,9.943961912422083,8.41683610451686,17.849410313152152,19.84833094511267,22.557743995806124,19.094164763745848,C
138,4.374862443793446,77.69003415499103,15.963778832258075,14.326264716690904,16.282550672038077,22.74337692581932,26.95599331685338,31.560117660532676,A
139,8.08406013420149,80.04998186671085,10.517254438789465,11.463122040591841,25.596900796988105,27.044181891719962,31.652985495120618,24.567287445897414,C
140,4.986025264338776,90.8031930830302,12.85262988266453,13.5364616238361,21.868569830958393,25.940854303196325,30.854965852173244,28.9364783763328,A
